Entry Time,Exit Time,Direction,Entry Price,SL Price,TP1 Price,TP2 Price,TP3 Price,Exit Price,R:R Planned,R:R Achieved,Confluences,Session,Confluence Score,P&L ($),P&L (%),Running Equity,HTF Bias,Entry Type,Size (oz),TP1 Hit,TP2 Hit,TP3 Hit,SL Hit
2025-09-19 17:45:00,2025-09-19 18:55:00,long,3675.05,3672.05,3681.05,3684.05,3684.05,3684.05,3.0,2.33,htf_bias_aligned; pdh_pdl_sweep; bos; smt; fib_79; eq,NY_PM,6,2.87,0.574,505.17,bullish,EQ,0.41,True,True,False,False
2025-09-23 18:50:00,2025-09-23 18:55:00,short,3781.37,3785.76,3772.58,3768.19,3768.19,3768.19,3.0,2.39,silver_bullet; htf_bias_aligned; liquidity_sweep; bos; fvg,NY_PM,5,4.19,0.838,509.36,bearish,FVG,0.4,True,True,False,False
2025-09-25 06:00:00,2025-09-25 06:15:00,long,3736.71,3733.16,3743.81,3747.36,3747.36,3747.36,3.0,2.36,htf_bias_aligned; liquidity_sweep; bos; smt; fvg,London,5,3.43,0.686,512.8,bullish,FVG,0.41,True,True,False,False
2025-09-25 07:35:00,2025-09-25 08:10:00,long,3746.66,3742.56,3754.86,3758.96,3758.96,3758.96,3.0,2.38,silver_bullet; htf_bias_aligned; liquidity_sweep; bos; smt; fvg,London,6,4.0,0.8,516.79,bullish,FVG,0.41,True,True,False,False
2025-09-25 18:30:00,2025-09-25 19:35:00,long,3747.13,3742.36,3756.68,3761.45,3761.45,3747.08,3.0,0.89,silver_bullet; htf_bias_aligned; liquidity_sweep; bos; fib_79; fvg,NY_PM,6,1.74,0.348,518.53,bullish,FVG,0.41,True,False,False,True
2025-09-26 12:30:00,2025-09-26 12:40:00,long,3749.43,3745.6,3757.09,3760.92,3760.92,3749.41,3.0,0.87,htf_bias_aligned; liquidity_sweep; bos; smt; fvg,NY_AM,5,1.36,0.272,519.89,bullish,FVG,0.41,True,False,False,True
2025-09-26 12:40:00,2025-09-26 13:10:00,long,3749.43,3744.74,3758.81,3763.5,3763.5,3763.5,3.0,2.39,htf_bias_aligned; liquidity_sweep; bos; smt; fvg,NY_AM,5,4.71,0.943,524.61,bullish,FVG,0.42,True,True,False,False
2025-09-30 18:15:00,2025-09-30 18:20:00,long,3848.01,3844.14,3855.77,3859.64,3859.64,3844.08,3.0,-1.14,silver_bullet; htf_bias_aligned; liquidity_sweep; bos; smt; eq,NY_PM,6,-1.82,-0.364,522.79,bullish,EQ,0.41,False,False,False,True
2025-10-01 06:20:00,2025-10-01 06:25:00,long,3865.76,3861.46,3874.34,3878.64,3878.64,3861.38,3.0,-1.14,htf_bias_aligned; liquidity_sweep; bos; fvg,London,4,-2.0,-0.4,520.79,bullish,FVG,0.41,False,False,False,True
2025-10-02 14:25:00,2025-10-02 14:30:00,long,3886.43,3877.56,3904.18,3913.05,3913.05,3877.47,3.0,-1.07,silver_bullet; htf_bias_aligned; liquidity_sweep; bos; smt; fvg,NY_AM,6,-2.65,-0.53,518.14,bullish,FVG,0.28,False,False,False,True
2025-10-07 07:55:00,2025-10-07 08:00:00,long,3952.31,3946.09,3964.75,3970.97,3970.97,3946.04,3.0,-1.09,silver_bullet; htf_bias_aligned; liquidity_sweep; smt; fib_79; fvg,London,6,-2.64,-0.528,515.5,bullish,FVG,0.39,False,False,False,True
2025-10-07 08:30:00,2025-10-07 12:10:00,long,3952.31,3945.82,3965.29,3971.78,3971.78,3971.78,3.0,2.42,htf_bias_aligned; liquidity_sweep; smt; fvg,London,4,5.82,1.164,521.32,bullish,FVG,0.37,True,True,False,False
